id,Python,Ruby,Rails,ML
1045257576319864838,0,0,1,1
2195181294,0,0,0,0
786402810,0,0,0,0
596916926,0,0,1,1
795881538403454976,0,0,0,1
86315313,0,0,0,0
1012492006419861504,0,0,0,1
1044817198399868929,0,0,0,0
356771769,0,0,0,0
1035427966497390592,0,0,0,0
3229887296,0,0,0,1
883514522023022592,0,0,0,0
980143921131999237,1,0,0,1
893340560,0,0,0,0
1035481416220340224,0,0,0,0
1044275003934433281,0,1,0,1
86482831,0,0,0,0
565601450,0,1,0,1
1044238026086395904,0,0,0,0
1044128763703812096,0,0,0,0
993280159741431808,0,0,0,1
1043817040568446976,0,0,0,0
1043721180861984769,0,0,0,0
926209289013805057,0,0,1,1
1043165775417077765,0,0,0,0
958414987,0,0,0,0
4678601977,0,0,0,0
1043379098494455808,1,0,0,0
1039893225824182273,1,0,0,1
139587466,1,0,0,1
729767968658358277,0,0,0,0
1000434016007307264,0,0,0,0
2892197678,1,0,0,0
929983060359102464,1,0,0,1
2610541466,0,0,0,0
276458309,0,0,0,0
960285316421582848,0,0,0,0
4887041149,0,0,0,0
1041725644315385859,0,0,0,0
1041623992270970882,0,0,0,0
66588479,0,0,0,0
1041257008530223104,1,0,0,0
1012889171139035136,0,0,0,0
108313881,0,0,0,0
2983480908,0,0,0,0
973351295879958528,0,0,0,0
995989001768062976,0,0,0,0
1030475033599082496,0,0,0,0
965478011993710592,0,0,0,0
1031018097157668865,0,1,0,0
925413684104413184,0,0,0,0
910352669889482752,0,0,0,0
1039569131719122945,0,0,0,0
1026158951979671552,0,0,0,1
978519965111169024,0,0,0,0
97491610,0,0,0,0
942050133381758977,0,0,0,0
920896554478608385,0,0,0,0
1039078793325891584,0,0,0,0
1021921129034706944,1,1,0,1
734025136366440448,0,0,0,0
1038769181431234561,0,0,0,0
98396158,1,0,0,1
1032302251769978880,1,0,0,0
2386069188,0,0,0,0
1029002068759986176,0,0,0,0
2407720333,1,0,0,0
2612536968,1,0,0,1
1038647397721694213,0,0,0,0
774267982759366656,1,1,0,1
1038434468485165056,0,0,0,0
206930322,0,0,0,0
2908333562,0,0,0,0
2954874876,0,0,0,0
1037337398072549377,1,0,0,0
1037643382384807936,0,0,0,0
969382992228499456,0,0,0,0
1001872274088079361,0,0,0,0
1035203504850132993,1,0,0,1
92782799,0,0,0,0
3056293602,0,0,0,0
1005799970782318592,1,0,0,0
969019704302960640,0,0,0,0
1037103060336562177,0,0,0,0
950760197588271104,0,0,0,0
1031035750542761984,1,0,0,0
719547771712241665,0,0,0,0
1020077435767803904,1,0,0,0
1036561301667962880,0,0,0,0
2940565580,0,0,0,0
11976362,1,0,0,0
1035869822268071936,0,0,0,0
1035578256622215171,1,0,0,0
1035740884468293632,0,0,0,0
1006203498290016256,0,0,1,1
118318317,0,0,0,0
957780764409544706,0,0,0,0
3173851764,0,1,0,0
978594508798550018,0,0,0,0
170703245,1,0,0,1
1712824309,0,0,0,1
2553888193,0,0,0,0
4747822346,0,0,0,0
1034802104861216768,0,0,0,0
1034802665446760449,0,0,0,0
115400384,0,0,0,0
2281203588,0,0,0,0
814475115136065540,0,0,0,0
1034055524768088064,0,0,0,0
1029799693,0,0,0,0
1033060810812084225,0,0,0,0
1033337730573381632,0,0,0,1
1033267957911023616,0,0,0,0
1033200169452371968,0,0,0,0
971264035923677184,0,0,0,0
178387777,0,0,0,0
1031925705657860097,0,0,0,0
2939585455,0,0,0,0
3096360343,0,0,0,0
817667751154069504,1,0,0,0
848889505163526144,0,0,0,0
614133329,0,0,0,0
1024990059513098245,0,0,0,1
2785242944,0,0,0,0
967046035884318721,0,0,0,0
2992983768,0,0,0,0
177972221,0,0,0,0
1025562623910146053,0,0,0,0
983686645114273793,0,0,0,0
834073422132977665,1,0,0,0
3856388239,1,0,0,0
1017698328769773568,0,0,0,0
1031210734724644865,0,0,0,0
2165110686,0,0,0,1
851381895275331584,0,0,0,0
1030592150830866432,0,0,0,0
1031074459132678145,0,0,0,0
915194554113966080,0,0,0,0
2233944170,0,0,0,0
1029388768296329216,1,0,0,1
1000757707735875584,0,0,0,0
1030111384724328448,0,0,0,0
950860163300302848,0,0,0,0
1021045736111144961,0,0,0,1
779550869641584640,0,0,0,0
972121525296930816,0,0,0,0
777865417662398464,0,0,0,0
840233559696728064,0,0,0,0
522233607,0,0,0,0
931519432764964864,0,0,0,0
1023582468782211077,0,0,0,0
1029706664683823104,0,0,0,1
991647551345512448,0,0,0,0
906843290770608128,0,0,0,0
923189107085402112,0,0,0,0
295142837,1,0,0,0
2380502839,1,0,0,1
962033511426244609,0,0,0,0
1013437568627531776,0,1,0,0
785529908,0,0,0,0
869200267727654913,0,0,0,0
4170672073,0,0,0,0
956442834487296001,0,0,0,0
752721067966205952,0,0,0,1
1028995491059486722,1,1,0,1
2170893222,0,0,0,0
1008278587454046208,0,0,1,1
702625003632615425,0,0,0,0
1020629294198865920,1,0,0,1
981496612861100032,0,0,0,1
2718360829,1,0,0,0
1029725763249917952,0,0,0,0
22724573,0,1,1,1
1239551155,0,0,0,0
1015934393729183744,0,0,0,0
1026801284764950528,0,0,0,0
1029170134064148480,1,0,0,0
1029306607551672320,0,0,0,0
2155433376,0,0,0,0
972957629294063617,0,0,0,0
996002612779536385,0,1,1,1
1018307942204915712,0,1,0,1
941453826908872705,0,0,0,0
1024639966377197573,0,0,0,0
805430819498049536,0,0,0,0
1013054055256485888,0,0,0,0
1023905992172433408,0,0,0,1
4727810706,0,0,0,0
1026723387312287745,0,0,0,0
1011504124796399617,0,1,1,1
3021227982,1,0,0,1
2757160076,1,0,0,1
952127948747816960,0,0,1,1
1027754519545823233,0,1,0,1
985542395545595904,1,1,1,1
1029332979821076480,0,0,0,0
1025267295415758848,1,0,0,1
2245428469,0,0,0,0
1005132380602941440,0,0,0,0
722039850061279232,0,0,0,0
163848926,0,0,0,0
1027361077149937664,0,0,0,0
109339372,0,0,0,1
978258414559096832,1,0,0,0
4848033941,1,0,0,0
140315435,0,0,0,0
1028885931246280705,0,0,0,0
3090492884,0,0,0,0
1019970091734061056,0,0,0,0
2776567938,0,0,0,1
73558981,0,0,0,0
1027903901058588673,0,0,0,0
1015576635611869185,0,0,0,0
1026471463174385664,0,0,0,0
973506810362544128,0,0,0,0
2329978148,0,0,0,1
843989960017379328,1,0,0,0
1027157636523802624,0,0,0,0
483816352,0,0,0,0
1023942654751432706,0,0,0,0
1005067270660321281,0,0,0,1
993423027525189633,0,0,0,0
994613520825180160,0,0,0,1
1023512258222014464,0,1,0,0
800312795141017600,1,0,0,0
1026227088385175552,0,0,0,0
1025959567853674496,0,0,0,0
1025823467118067712,0,0,0,0
107645722,0,0,0,0
1025739821086429184,1,0,0,0
964209181,0,0,0,0
380046341,0,0,0,0
382217750,0,0,0,0
837940108095434753,0,0,0,0
509704558,0,0,0,0
721601482643124224,0,0,0,0
947748224374161408,0,0,0,0
1024994511150243840,0,0,0,0
1021326921349541888,0,0,0,0
988569236971778048,1,1,0,0
1024572396534022145,0,1,1,1
947651793202298881,0,0,0,0
1020181289909960704,0,0,0,0
1024297463899860992,1,0,0,0
412082738,1,0,0,0
188318083,0,0,0,0
1141063993,0,0,0,0
957291181808824320,0,0,0,0
6713992,0,0,0,0
955329228156805121,1,0,0,0
938377693694853120,1,0,0,0
88634306,0,0,0,0
1023241684358852608,1,0,1,1
954924905979527168,0,0,0,0
1021316889555828736,1,0,0,0
1023080738730594304,0,0,0,1
120143115,0,0,0,0
978664360829632512,0,0,0,0
1022399679298920449,0,0,0,0
1022130241412591617,0,0,0,0
814874202129842177,0,0,0,0
1021896934410207238,0,0,0,0
224958808,0,0,0,1
964301363696959488,0,0,0,1
973631248399679488,1,0,0,0
2883580130,0,0,0,0
898845010505760769,0,0,0,0
975609297588506625,0,0,0,0
1020302427319234562,0,0,0,0
1020952798408597505,0,0,0,0
1020601847843676160,0,0,0,0
1020916073049174017,0,0,0,0
1020896283932835841,1,0,0,1
1010858864474910721,0,0,0,1
998106104377655296,0,0,0,0
927951799432048641,1,0,0,0
840549761241436160,0,0,0,0
142954844,0,1,0,0
1442592727,0,0,0,0
979350516680437761,0,0,0,0
910734525944160256,1,0,0,1
52787786,0,0,0,0
284453754,0,0,0,0
3248383952,1,0,0,1
21755019,0,0,0,0
59772525,1,0,0,0
1001109817803489285,0,0,0,0
456518119,0,0,0,0
2590836595,0,0,0,0
1011140090909691904,0,0,0,0
1018107512124366848,0,0,1,1
1017765669389996032,1,0,0,0
1018076525961273345,0,0,0,0
137719726,0,0,0,1
775186352342077441,0,0,0,0
789700884338913280,0,0,0,0
3056617944,0,0,0,0
1017718156641517568,1,0,0,0
136157900,0,0,0,0
877367305906266112,0,0,0,0
1017049042063278081,0,0,0,0
3178977578,0,0,0,0
926287711786463232,0,0,0,0
904352172183134208,0,0,0,0
1015452921314476032,0,0,0,0
162589700,0,0,0,0
226371476,0,0,0,0
146769511,0,0,0,0
231704093,0,1,1,1
108005486,1,0,0,0
854485332888244224,0,0,0,0
1002920410332057601,0,0,0,0
703618804664774657,0,0,0,0
425825961,0,0,0,0
905600577291264000,0,0,0,0
902519268008275968,1,0,0,1
192536181,0,0,0,0
87935917,0,0,0,1
720909424450101248,0,0,0,0
2549867605,1,0,0,0
803948337997058048,0,0,0,0
986145038823448577,0,0,0,0
1014713078296895489,0,0,0,0
1015002637115232256,0,0,0,0
997100547755786240,0,0,0,0
2990009215,0,0,0,0
3061280370,0,0,0,0
961559862588030976,0,0,0,0
865051687383220224,0,0,0,0
1637068650,0,0,0,0
946405303783845889,0,0,0,0
1013967167841136642,0,0,0,0
717362525428252672,0,0,0,0
3098856782,0,0,0,0
1004668739441160192,0,0,0,0
1012898082650877953,0,1,1,1
1012681337973567488,0,0,0,0
702128998453653504,0,0,0,0
392390794,0,0,0,0
1012317523067322373,0,0,0,0
1013262475255414785,0,0,0,0
908307726123524097,0,0,0,0
815889470272651264,0,0,0,0
181184406,0,0,0,0
123106584,0,0,0,0
881034065482207232,0,0,0,0
747139615983730688,0,1,1,1
858175529953837056,0,0,0,0
1409470201,0,0,0,0
984053419722686464,1,0,0,0
940889986882183169,0,0,0,0
859744889080135680,1,0,1,1
1010656356196466688,0,0,0,0
1500611600,0,0,0,0
1243708652,0,0,0,0
2223035046,1,0,0,0
1009373416640561153,1,0,0,0
713742207316922368,0,0,0,0
2535050773,0,0,0,0
1011211856633970688,0,0,0,0
1005403518176378880,1,0,0,0
707424050260226048,0,0,0,0
1010499554330853379,0,1,1,1
4687329739,0,0,0,0
1675286305,0,0,0,0
989456129166987265,0,0,0,0
804295568017133568,0,0,0,0
995835763441913857,0,0,0,0
811220404127735808,0,0,0,0
268273545,1,0,0,0
774348189050687488,0,0,0,0
298937654,0,0,0,0
843490642546180097,0,0,0,0
952098876651028481,0,0,0,0
1004724082040975360,0,0,0,0
800387309652701184,1,1,0,1
106354334,0,1,0,0
1006725797120339968,0,0,0,0
1006363992833441793,0,0,0,0
1005680331238735873,0,0,0,0
3110846471,1,0,0,0
913624442,0,0,0,0
1136651929,0,0,0,0
133274738,0,0,0,0
1001988279539982336,0,0,0,0
2473461265,0,0,0,1
1652187488,0,0,0,0
911076469874466816,0,0,0,0
70880674,0,0,0,0
962657311473811456,0,0,0,0
3179191358,0,0,0,0
125592904,0,0,0,0
133947865,0,0,0,0
1006903480055840770,0,0,0,1
761791279973793792,0,0,0,0
91296341,0,0,0,0
1006517281835249664,0,0,0,0
991637665547149313,0,0,0,0
2457429552,0,0,0,1
382707035,0,0,0,0
939272755,0,0,0,0
1006163629249478656,0,0,0,0
3017770203,0,0,0,0
1000797790719520768,1,0,0,1
1005440806340030469,0,0,0,0
730676486731010048,0,0,0,0
419608774,0,0,0,0
1005725504052158464,0,0,0,0
526310133,1,0,0,0
280803908,1,0,0,0
871352835207643136,0,0,0,0
1003830081293246464,1,0,0,1
881481620540096513,0,0,0,0
1005121710280986626,0,0,0,0
990531215282221056,0,0,0,0
1005060680486023169,1,0,1,1
759778949689843712,0,0,0,0
1004630676480520196,0,0,0,0
845931844063285248,0,0,1,1
980825342217629696,0,0,0,0
1004270035932622848,1,1,0,0
2246803796,0,0,0,0
1004391465089241088,0,0,0,0
990583960672452608,0,0,0,0
974232631683379200,0,0,0,0
1002442529483120642,0,0,0,0
891056924766093312,0,0,0,0
1003974683950137344,0,0,0,0
111030397,0,0,0,0
980103438934487043,0,0,0,0
1003185112052260864,0,1,1,1
1212052411,1,0,0,0
1001952517649940480,0,0,0,0
1003264237139943424,0,0,0,0
1003161275306672128,0,1,0,0
4945721,0,0,0,0
17608743,0,0,0,0
953650263859937280,0,1,1,1
951667785490350085,1,0,0,1
1002478984515317760,0,0,0,0
262755484,0,0,0,0
90990340,0,0,0,0
269846882,0,1,0,0
1097916505,0,0,0,0
1002211284488634368,1,0,0,1
997425586879410177,1,0,0,0
946947043481624578,1,0,0,0
833227807681449984,0,0,1,1
367671660,1,1,0,0
981434580707299329,0,0,0,0
536176207,0,0,0,0
861115250476634113,0,0,0,0
4720427994,0,0,0,0
907390020,0,0,0,0
53824366,0,0,0,0
517245138,0,0,0,0
1000661204627476480,0,0,0,0
1000650049691336709,0,0,0,0
943398729167519744,0,0,0,0
991143785173143552,0,0,0,0
1000294709095378945,0,0,0,0
780729221412851712,0,0,0,1
797491320,0,0,0,0
946032533644312576,1,0,0,0
994236636127903744,0,0,0,0
735364456327335936,0,0,0,0
4554415405,0,0,0,0
2709633792,1,0,0,0
231398561,0,0,0,0
1311973057,0,0,0,0
862481526016978948,0,0,0,0
993321484364886017,1,0,0,1
4003671,0,0,0,0
937656286228889601,0,0,0,0
987883569883238400,0,0,0,0
995675926653419521,1,0,0,0
19729719,0,0,0,0
993399466005643264,1,0,0,0
890116391113773057,0,0,0,0
45352871,0,0,0,0
729678993012629509,0,0,0,0
988312010260598784,0,0,0,0
959171361120731136,0,0,0,0
3395030772,0,0,0,0
1065456715,0,1,1,1
997807678888919040,0,0,0,0
281254920,0,0,0,0
48291482,0,0,0,0
2704725175,0,0,0,0
830364716836884480,0,0,0,0
908964693338857473,0,0,0,0
997135883303239681,1,0,0,0
1884905460,0,0,0,0
1519858730,0,0,0,0
902697747479896064,1,1,0,0
187950824,1,0,0,0
570808651,0,0,0,0
987701483289260032,0,1,1,1
988274128405782529,1,1,0,0
995809557292007425,0,0,0,0
4028490674,0,0,0,0
954004958080221184,0,0,0,0
703891751887474689,0,0,0,0
820115727302606848,1,1,0,0
980010402271539207,0,0,0,0
1145243756,0,0,0,0
993918813669277702,0,0,0,0
879184541310631936,1,1,1,1
2389417794,0,1,0,0
995284841292742656,0,0,0,0
995255934577401856,0,0,0,0
995237542239727617,0,0,0,0
2515773648,1,0,0,0
3868838660,0,0,0,0
83335311,0,0,0,0
726072110989209600,0,0,0,0
65587366,1,0,0,0
994582137037668352,0,0,0,0
994415390074617856,0,0,0,0
877533682193399808,0,0,0,0
158101587,0,0,0,0
993065789656780801,0,0,0,0
576096649,0,0,0,0
753523109248905217,0,0,0,0
865811309132079107,0,0,0,0
572584256,0,0,0,0
951045174414557184,1,0,0,0
955349027037503488,0,0,0,0
159233666,0,0,0,0
858190715003617280,0,0,0,0
763596634898870272,0,0,0,0
922478553525972992,0,0,0,0
877169259125686272,0,0,0,0
976723072110637056,0,1,1,1
341451157,0,0,0,0
13428232,0,0,0,0
393130267,0,0,0,0
981010085680828416,1,0,0,0
993076727386591232,1,1,0,0
853046488829534209,0,0,0,0
993017379952082944,0,0,0,0
992721936928002048,0,0,0,0
3309709039,0,0,0,0
962239519167664134,0,0,0,0
991652284697231360,0,0,0,0
879688116122001409,0,0,0,0
956150152783278080,1,0,0,1
969594492239060993,0,0,0,0
779667144862633984,0,0,0,0
992346540399214592,1,0,0,0
960046594413359104,0,0,0,1
987116664306122753,0,0,0,0
3238022651,0,0,0,0
538365731,0,0,0,0
981684687729934336,0,0,0,0
222770642,0,0,0,0
832676975059742720,0,0,0,0
991947473030598656,1,0,0,1
991973109136637952,1,0,0,0
919226915784835073,0,0,0,0
991786801621692416,0,0,0,0
991705360099508225,1,0,0,0
738928156577402881,0,0,0,0
212572932,0,0,0,0
990928625149984768,0,1,0,0
19108985,1,0,0,0
100025373,0,0,0,0
481975993,0,0,1,1
134522429,0,0,0,0
3301796725,1,0,0,0
139001123,0,0,0,0
189796512,0,0,0,0
989499853066530816,1,1,0,0
772235783621140480,1,1,1,1
989155020422578176,0,0,0,0
2693178350,0,0,0,1
258121189,0,0,0,0
732377257927270405,0,0,0,0
855226759935008769,0,0,0,0
808020515579367424,0,0,0,0
763942464684077056,0,0,0,0
936442582132858880,0,0,0,0
987328486565019649,0,0,0,0
985730926461124608,0,0,0,0
3759751,0,0,0,0
877888363407081472,1,1,0,0
986919873417637888,0,0,0,0
931012874683662336,0,0,0,0
187122753,0,0,0,1
420822979,0,0,0,0
986477593498038273,0,0,0,0
1511156340,0,0,0,0
986284120580870145,0,0,1,1
2281927388,0,0,0,0
2375728945,0,0,0,0
115903835,1,0,0,0
60177627,1,0,0,0
985885649537417216,1,0,0,0
985788915444432897,1,0,0,0
2912896830,0,0,0,0
814454787605340161,1,0,0,0
2613145076,0,0,0,0
903989981382795264,0,0,0,0
985343370968031232,0,0,0,0
985320014122070016,0,0,0,0
938737210441863169,1,0,0,0
857909520789422080,0,0,0,0
984985618114424832,0,0,0,0
301904476,0,0,0,0
784763660455415808,0,1,0,1
984788180426604546,0,0,0,0
722847085217775616,0,0,0,0
2420399701,0,0,0,1
4437744192,0,0,0,0
791492723412832257,0,0,0,0
984731646313226240,0,0,0,0
984701174421966848,1,1,0,0
84333923,0,0,0,0
91693474,0,0,0,0
984231509908381696,0,1,0,1
949949390776451072,1,0,0,0
1165474572,0,0,0,0
913764567037108224,0,0,0,0
847222104273502208,0,0,0,1
983124508822290432,0,0,0,0
952119662073987072,0,0,0,1
333505862,1,0,0,0
982844483778658304,0,0,0,0
982806893939707904,0,0,0,0
2711855402,0,0,0,1
980714302939123712,1,0,0,0
930790664391950336,1,0,0,0
981469755952410624,0,0,0,1
1315975520,0,0,0,0
307289439,0,0,0,0
2478493135,0,0,0,0
867531608215085056,0,0,0,0
980768880057466880,0,0,0,0
947402418290958336,0,0,0,0
3315741770,1,0,0,0
965786924169375744,0,0,0,0
1274687935,0,0,0,0
2287458295,1,1,0,0
948166449880752128,0,0,0,0
980067459041394691,0,0,0,0
339502187,0,0,0,0
973207768185393158,0,0,0,0
581511290,0,0,0,0
979551946427088896,0,0,0,0
888161258502889472,0,0,0,0
1428962683,0,0,0,0
261070020,0,0,0,0
195758128,0,0,0,0
976427159026741248,0,0,0,0
844171421936836608,0,0,0,0
86792742,0,0,1,0
977481116855648257,0,0,0,0
977396950965170177,1,0,0,0
957985647620341760,1,0,0,0
4701752035,0,0,0,0
80257185,0,0,0,0
84204004,0,0,0,0
928784446630764544,0,0,0,0
2904190166,0,0,0,0
922713985333334016,0,0,0,0
976300010118631427,0,0,0,1
975902672728440832,1,0,0,1
145259329,0,0,0,0
1180809234,0,0,0,0
3303010562,0,0,0,0
974260415520624640,0,0,0,0
903628643036827649,0,0,0,0
803181103628435456,0,0,0,0
970126043871760386,0,0,0,0
974883933291610112,0,0,0,0
949841224462053376,0,0,0,0
249156461,0,0,0,0
67289351,0,0,0,0
963050569504997376,0,0,0,0
973932231138750466,0,0,0,0
965762671604723712,1,0,0,0
890269531381354498,0,0,0,0
182677273,0,0,0,0
924122351008038912,1,0,0,0
970146959355871232,0,0,0,0
912011937101234176,0,0,0,1
966899301510033408,0,0,1,1
966132889975889921,0,0,0,0
727984076708192259,1,0,0,0
598036632,1,0,0,0
6044942,0,0,0,0
972067379676028928,0,0,0,0
939693494540517379,1,0,0,1
550295962,0,0,0,0
886143527163371520,0,0,0,0
945545373887557633,0,0,0,0
204684712,0,0,0,0
557751351,0,0,0,0
2381557730,0,0,0,0
952929208786829312,0,0,0,0
952878267412840448,0,0,0,0
472463739,0,0,0,0
944569762364907525,0,0,0,0
484564768,0,0,0,1
106918320,1,0,0,1
970232662936862720,0,0,0,0
969940957557751809,0,0,0,0
2403088572,0,0,0,1
968429724916592645,0,0,0,0
966455954249211904,0,0,0,0
132526423,0,0,0,0
232526556,1,0,0,1
949559136634613760,1,0,0,0
2491242402,0,0,0,0
2602850826,0,0,0,0
967217429641179136,0,0,0,0
222488614,0,0,0,0
910116203732987904,0,0,0,0
126922782,0,0,0,0
144319464,0,0,0,0
966442815935795202,0,0,0,1
904501407864176640,0,0,0,0
926454145640366080,0,0,0,1
748473661854605312,0,0,0,0
944823019305762818,1,0,0,1
109931660,0,0,0,0
936152358,0,0,0,0
914284008,0,0,0,0
3018115808,0,0,0,0
196444647,0,0,0,0
965965081958760449,0,0,0,0
1052465990,0,0,0,0
2420454276,0,0,0,0
953839152935575552,0,0,0,0
1012562106,0,0,0,0
113859091,0,0,0,0
2458556047,0,0,0,0
132067903,0,0,0,0
141254527,0,0,0,0
3113932188,0,1,1,1
377987872,0,0,0,0
963657441757057026,0,0,0,0
938765727644782592,0,0,0,0
229101271,0,0,0,0
508490470,0,0,0,0
760289767355396096,0,0,0,1
872356663453507585,0,0,0,0
929749847418191872,0,0,0,0
146124315,0,0,0,0
963080867919704069,0,0,0,0
719903945125048320,0,0,0,0
940784905084067842,0,0,0,0
3031805070,0,0,1,1
1131097111,0,0,0,0
2797683788,0,0,0,0
894731243991912449,0,0,0,0
954220899112124416,0,0,0,0
174833795,0,0,0,0
936276404185874432,0,0,0,0
129540298,0,0,0,0
527125614,0,0,0,0
954682699834273792,0,0,0,0
960373551848026112,0,0,0,1
572862065,0,0,0,0
734099584507514880,0,0,0,0
959825249880559616,0,0,0,0
959659270198317056,0,0,0,0
701052841088004097,1,0,0,0
99644398,0,0,0,0
957585041005006848,1,1,0,0
959019659046543360,0,0,0,0
958969859022364672,0,0,0,0
4320305901,0,0,0,0
134713986,0,0,0,0
816554658806140928,0,0,0,0
3248308892,0,0,1,1
1005941322,0,0,0,0
920285789526749184,0,0,0,0
951463779975405570,0,0,0,0
857118439151988737,0,0,0,0
957976776856096768,0,0,0,0
753910497330597889,1,0,0,0
227648787,0,0,0,0
824290170149048320,0,0,0,0
95413046,0,0,0,0
957309634280239105,0,1,0,0
956923074707734528,0,0,0,0
242340813,0,0,0,0
911539399870910464,1,0,0,0
2904477806,0,0,0,0
818826060980596737,0,0,0,0
950607606887759873,0,0,0,1
2650858237,1,0,0,0
406152437,0,0,0,0
607003889,1,0,0,1
938196672819093504,0,0,0,0
6843872,0,0,0,0
130743813,0,0,0,0
278552585,0,0,0,0
15104971,0,0,0,0
708801271315038208,0,0,0,0
946019465484890112,0,0,0,0
720984096495632384,1,0,0,0
774422183636369408,0,0,0,0
1161961105,0,0,0,0
953675241611382785,0,0,0,0
771057865020760064,0,0,0,0
724884073735438340,0,0,0,0
925543179704664064,0,0,0,0
57589733,0,0,0,0
1207523298,0,0,0,0
950713301868015622,0,0,0,0
953230680103600129,0,0,0,0
945798810915061761,1,1,1,1
229704205,0,0,0,0
15688870,1,1,0,0
123646449,0,0,0,0
2897449117,0,0,0,0
927890622006009859,0,0,0,0
89195134,0,0,0,0
950712112745086977,1,0,0,0
950695133044854784,0,0,0,0
46721580,0,0,0,0
950575408977596416,0,0,0,0
918475483439697921,0,0,0,0
933892573323706368,0,0,0,0
950350506731323393,0,0,0,0
919946579666075648,0,0,0,0
580789706,0,0,0,0
30857336,0,0,0,0
766496483487150080,0,0,0,0
882263394178408448,0,0,0,0
3445389798,0,0,0,0
1365992161,0,0,0,0
851485931186016256,0,0,0,0
789135822280728577,1,0,0,1
947473540923584512,0,0,0,0
856396316,0,0,0,0
949043182909599745,0,1,0,0
819196339024117760,0,0,0,0
949260196219518976,0,0,0,0
124639559,1,0,0,0
927571967888072705,0,0,0,0
840148775855312897,0,0,0,0
2780060430,0,0,0,0
110385402,1,0,0,1
3592752254,1,0,0,1
3158240815,1,0,0,1
947544992427384833,0,0,0,0
984610206,0,0,0,0
2891989208,0,0,0,0
947378848349413377,1,0,0,0
947331124505616384,0,0,0,0
946535591851606017,1,0,0,0
718715384338059264,0,0,0,0
105144993,1,0,0,0
175718925,0,0,0,0
943269066101239808,0,0,0,0
137376862,0,0,0,0
237249295,0,0,0,0
74055648,0,0,0,0
169020837,0,0,0,0
797307845104451584,0,0,0,0
901121915166744578,0,1,1,1
944566623775604739,0,1,0,0
943654385090826240,0,0,0,0
3288699494,1,0,0,0
283431167,0,0,0,0
208049506,0,0,0,0
2423872058,0,0,0,0
943473732906921984,0,0,0,0
869796414020136963,0,0,0,0
921817911349538816,1,0,0,0
119028170,1,0,0,0
942964442047791105,0,0,0,0
153402013,0,0,0,0
942423427679318016,0,0,1,1
2414102204,0,0,0,0
941855205339013120,0,0,0,0
1474225626,0,0,0,0
2834841284,0,0,0,0
942261954080468992,0,0,0,0
